Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;288.052185058594;61.5083811566234;288.0522;17.98901;12;318.2943;False
2;381.855651855469;91.6235422059894;381.8557;17.17548;14;394.1071;False
3;344.419342041016;104.085460957885;344.4193;16.5475;14;394.1071;False
4;494.158843994141;124.250765919685;494.1588;25.70251;14;394.1071;False
5;379.4423828125;95.2668292626739;379.4424;22.40231;14;394.1071;False
6;431.889984130859;125.956590472162;431.89;21.97931;14;394.1071;False
7;499.351501464844;81.1118426680565;499.3515;23.87125;14;394.1071;False
8;464.844787597656;142.851938742399;464.8448;24.04179;12;405.5268;False
9;375.343353271484;113.435722711682;375.3434;21.39294;12;405.5268;False
10;404.76611328125;136.269260039926;404.7661;22.534;14;395.4044;False
11;401.290557861328;130.673238763213;401.2906;24.677;14;286.2203;False
12;433.653228759766;121.589313983917;433.6532;23.36572;12;337.5585;False
13;323.447265625;100.743708670139;323.4473;29.24188;14;395.4044;False
14;374.315063476563;81.1189083456993;374.3151;21.72766;14;395.4044;False
15;373.873443603516;103.024405786395;373.8734;26.02823;14;395.4044;False
16;496.856628417969;137.079757167399;496.8566;21.77692;14;352.6292;False
17;380.476837158203;66.5357398077846;380.4768;22.28094;13;358.6692;False
18;547;137.519937849045;547;22.13129;12;362.2237;True
19;406.722839355469;158.420517364144;406.7228;21.45221;13;358.6692;False
20;371.013092041016;114.296124500036;371.0131;24.46924;13;358.6692;False
21;319.911163330078;106.396559792757;319.9112;20.87732;13;358.6692;False
22;319.659820556641;113.571824130416;319.6598;23.23309;13;279.6753;False
23;406.063110351563;127.532756137103;406.0631;23.53845;13;362.047;False
24;471.205108642578;149.443766121566;471.2051;29.54913;13;374.4944;False
25;494.406066894531;91.4750821366906;494.4061;21.52594;13;362.047;False
26;347.244323730469;104.083478833735;347.2443;23.69812;12;350.1447;False
27;407.043792724609;117.069418084621;407.0438;26.25946;12;350.1447;False
28;363.165740966797;66.0237011536956;363.1657;20.96185;11;391.5849;False
29;437.093200683594;113.794007691741;437.0932;22.25909;12;350.1447;False
30;385.157104492188;80.2520973451436;385.1571;23.46783;11;391.5849;False
